Surveillance Network,Season,MMWR Year,MMWR Week,Age group,Sex,Race/Ethnicity,Site,Weekly Rate,Cumulative Rate,Week Ending Date
FluSurv-NET,2021-22,2021,51,40-49 years,Overall,Overall,Overall,0.2,0.8,2021-12-25T00:00:00.000
FluSurv-NET,2021-22,2021,52,40-49 years,Overall,Overall,Overall,0.3,1.1,2022-01-01T00:00:00.000
FluSurv-NET,2021-22,2022,1,40-49 years,Overall,Overall,Overall,0.4,1.5,2022-01-08T00:00:00.000
FluSurv-NET,2021-22,2022,2,40-49 years,Overall,Overall,Overall,0.2,1.7,2022-01-15T00:00:00.000
FluSurv-NET,2021-22,2022,3,40-49 years,Overall,Overall,Overall,0.1,1.8,2022-01-22T00:00:00.000
FluSurv-NET,2021-22,2022,4,40-49 years,Overall,Overall,Overall,0.1,1.9,2022-01-29T00:00:00.000
FluSurv-NET,2021-22,2022,5,40-49 years,Overall,Overall,Overall,0,1.9,2022-02-05T00:00:00.000
FluSurv-NET,2021-22,2022,6,40-49 years,Overall,Overall,Overall,0.1,2,2022-02-12T00:00:00.000
FluSurv-NET,2021-22,2022,7,40-49 years,Overall,Overall,Overall,0.2,2.2,2022-02-19T00:00:00.000
FluSurv-NET,2021-22,2022,8,40-49 years,Overall,Overall,Overall,0.1,2.2,2022-02-26T00:00:00.000
FluSurv-NET,2021-22,2022,9,40-49 years,Overall,Overall,Overall,0.1,2.3,2022-03-05T00:00:00.000
FluSurv-NET,2021-22,2022,10,40-49 years,Overall,Overall,Overall,0.2,2.5,2022-03-12T00:00:00.000
FluSurv-NET,2021-22,2022,11,40-49 years,Overall,Overall,Overall,0.3,2.8,2022-03-19T00:00:00.000
FluSurv-NET,2021-22,2022,12,40-49 years,Overall,Overall,Overall,0.3,3,2022-03-26T00:00:00.000
FluSurv-NET,2021-22,2022,13,40-49 years,Overall,Overall,Overall,0.2,3.3,2022-04-02T00:00:00.000
FluSurv-NET,2021-22,2022,14,40-49 years,Overall,Overall,Overall,0.4,3.7,2022-04-09T00:00:00.000
FluSurv-NET,2021-22,2022,15,40-49 years,Overall,Overall,Overall,0.5,4.1,2022-04-16T00:00:00.000
FluSurv-NET,2021-22,2022,16,40-49 years,Overall,Overall,Overall,0.2,4.4,2022-04-23T00:00:00.000
FluSurv-NET,2021-22,2022,17,40-49 years,Overall,Overall,Overall,0.5,4.9,2022-04-30T00:00:00.000
FluSurv-NET,2021-22,2022,18,40-49 years,Overall,Overall,Overall,0.3,5.2,2022-05-07T00:00:00.000
FluSurv-NET,2021-22,2022,19,40-49 years,Overall,Overall,Overall,0.4,5.7,2022-05-14T00:00:00.000
FluSurv-NET,2021-22,2022,20,40-49 years,Overall,Overall,Overall,0.3,5.9,2022-05-21T00:00:00.000
FluSurv-NET,2021-22,2022,21,40-49 years,Overall,Overall,Overall,0.2,6.1,2022-05-28T00:00:00.000
FluSurv-NET,2021-22,2022,22,40-49 years,Overall,Overall,Overall,0.3,6.4,2022-06-04T00:00:00.000
FluSurv-NET,2021-22,2022,23,40-49 years,Overall,Overall,Overall,0.2,6.6,2022-06-11T00:00:00.000
FluSurv-NET,2022-23,2022,40,40-49 years,Overall,Overall,Overall,0.2,0.2,2022-10-08T00:00:00.000
FluSurv-NET,2022-23,2022,41,40-49 years,Overall,Overall,Overall,0.3,0.4,2022-10-15T00:00:00.000
FluSurv-NET,2022-23,2022,42,40-49 years,Overall,Overall,Overall,0.3,0.7,2022-10-22T00:00:00.000
FluSurv-NET,2022-23,2022,43,40-49 years,Overall,Overall,Overall,1,1.7,2022-10-29T00:00:00.000
FluSurv-NET,2022-23,2022,44,40-49 years,Overall,Overall,Overall,1.3,3,2022-11-05T00:00:00.000
FluSurv-NET,2022-23,2022,45,40-49 years,Overall,Overall,Overall,1.5,4.5,2022-11-12T00:00:00.000
FluSurv-NET,2022-23,2022,46,40-49 years,Overall,Overall,Overall,2,6.5,2022-11-19T00:00:00.000
FluSurv-NET,2022-23,2022,47,40-49 years,Overall,Overall,Overall,3.5,9.9,2022-11-26T00:00:00.000
FluSurv-NET,2022-23,2022,48,40-49 years,Overall,Overall,Overall,3.4,13.3,2022-12-03T00:00:00.000
FluSurv-NET,2022-23,2022,49,40-49 years,Overall,Overall,Overall,3.1,16.4,2022-12-10T00:00:00.000
FluSurv-NET,2022-23,2022,50,40-49 years,Overall,Overall,Overall,2.9,19.3,2022-12-17T00:00:00.000
FluSurv-NET,2022-23,2022,51,40-49 years,Overall,Overall,Overall,2.8,22.1,2022-12-24T00:00:00.000
FluSurv-NET,2022-23,2022,52,40-49 years,Overall,Overall,Overall,2.4,24.5,2022-12-31T00:00:00.000
FluSurv-NET,2022-23,2023,1,40-49 years,Overall,Overall,Overall,1.5,26,2023-01-07T00:00:00.000
FluSurv-NET,2022-23,2023,2,40-49 years,Overall,Overall,Overall,0.7,26.7,2023-01-14T00:00:00.000
FluSurv-NET,2022-23,2023,3,40-49 years,Overall,Overall,Overall,0.6,27.3,2023-01-21T00:00:00.000
FluSurv-NET,2022-23,2023,4,40-49 years,Overall,Overall,Overall,0.2,27.5,2023-01-28T00:00:00.000
FluSurv-NET,2022-23,2023,5,40-49 years,Overall,Overall,Overall,0.3,27.8,2023-02-04T00:00:00.000
FluSurv-NET,2022-23,2023,6,40-49 years,Overall,Overall,Overall,0.2,28.1,2023-02-11T00:00:00.000
FluSurv-NET,2022-23,2023,7,40-49 years,Overall,Overall,Overall,0.1,28.1,2023-02-18T00:00:00.000
FluSurv-NET,2022-23,2023,8,40-49 years,Overall,Overall,Overall,0.1,28.2,2023-02-25T00:00:00.000
FluSurv-NET,2022-23,2023,9,40-49 years,Overall,Overall,Overall,0.1,28.3,2023-03-04T00:00:00.000
FluSurv-NET,2022-23,2023,10,40-49 years,Overall,Overall,Overall,0.1,28.4,2023-03-11T00:00:00.000
FluSurv-NET,2022-23,2023,11,40-49 years,Overall,Overall,Overall,0.2,28.6,2023-03-18T00:00:00.000
FluSurv-NET,2022-23,2023,12,40-49 years,Overall,Overall,Overall,0.1,28.7,2023-03-25T00:00:00.000
FluSurv-NET,2022-23,2023,13,40-49 years,Overall,Overall,Overall,0.1,28.8,2023-04-01T00:00:00.000
FluSurv-NET,2022-23,2023,14,40-49 years,Overall,Overall,Overall,0.1,28.9,2023-04-08T00:00:00.000
FluSurv-NET,2022-23,2023,15,40-49 years,Overall,Overall,Overall,0,29,2023-04-15T00:00:00.000
FluSurv-NET,2022-23,2023,16,40-49 years,Overall,Overall,Overall,0,29,2023-04-22T00:00:00.000
FluSurv-NET,2022-23,2023,17,40-49 years,Overall,Overall,Overall,0.1,29,2023-04-29T00:00:00.000
FluSurv-NET,2022-23,2023,18,40-49 years,Overall,Overall,Overall,0.1,29.1,2023-05-06T00:00:00.000
FluSurv-NET,2023-24,2023,40,40-49 years,Overall,Overall,Overall,0.1,0.1,2023-10-07T00:00:00.000
FluSurv-NET,2023-24,2023,41,40-49 years,Overall,Overall,Overall,0.1,0.2,2023-10-14T00:00:00.000
FluSurv-NET,2023-24,2023,42,40-49 years,Overall,Overall,Overall,0.2,0.4,2023-10-21T00:00:00.000
FluSurv-NET,2023-24,2023,43,40-49 years,Overall,Overall,Overall,0.3,0.6,2023-10-28T00:00:00.000
FluSurv-NET,2023-24,2023,44,40-49 years,Overall,Overall,Overall,0.3,0.9,2023-11-04T00:00:00.000
FluSurv-NET,2023-24,2023,45,40-49 years,Overall,Overall,Overall,0.5,1.3,2023-11-11T00:00:00.000
FluSurv-NET,2023-24,2023,46,40-49 years,Overall,Overall,Overall,0.5,1.8,2023-11-18T00:00:00.000
FluSurv-NET,2023-24,2023,47,40-49 years,Overall,Overall,Overall,0.8,2.6,2023-11-25T00:00:00.000
FluSurv-NET,2023-24,2023,48,40-49 years,Overall,Overall,Overall,1.6,4.2,2023-12-02T00:00:00.000
FluSurv-NET,2023-24,2023,49,40-49 years,Overall,Overall,Overall,1.7,5.9,2023-12-09T00:00:00.000
FluSurv-NET,2023-24,2023,50,40-49 years,Overall,Overall,Overall,2.9,8.8,2023-12-16T00:00:00.000
FluSurv-NET,2023-24,2023,51,40-49 years,Overall,Overall,Overall,4.5,13.3,2023-12-23T00:00:00.000
FluSurv-NET,2023-24,2023,52,40-49 years,Overall,Overall,Overall,6.1,19.5,2023-12-30T00:00:00.000
FluSurv-NET,2023-24,2024,1,40-49 years,Overall,Overall,Overall,4.2,23.7,2024-01-06T00:00:00.000
FluSurv-NET,2023-24,2024,2,40-49 years,Overall,Overall,Overall,3.4,27.1,2024-01-13T00:00:00.000
FluSurv-NET,2023-24,2024,3,40-49 years,Overall,Overall,Overall,2.8,29.9,2024-01-20T00:00:00.000
FluSurv-NET,2023-24,2024,4,40-49 years,Overall,Overall,Overall,2.3,32.2,2024-01-27T00:00:00.000
FluSurv-NET,2023-24,2024,5,40-49 years,Overall,Overall,Overall,2.1,34.4,2024-02-03T00:00:00.000
FluSurv-NET,2023-24,2024,6,40-49 years,Overall,Overall,Overall,2.2,36.6,2024-02-10T00:00:00.000
FluSurv-NET,2023-24,2024,7,40-49 years,Overall,Overall,Overall,1.9,38.5,2024-02-17T00:00:00.000
FluSurv-NET,2023-24,2024,8,40-49 years,Overall,Overall,Overall,1.7,40.2,2024-02-24T00:00:00.000
FluSurv-NET,2018-19,2018,40,5-11 years,Overall,Overall,Overall,0,0,2018-10-06T00:00:00.000
FluSurv-NET,2018-19,2018,41,5-11 years,Overall,Overall,Overall,0,0,2018-10-13T00:00:00.000
FluSurv-NET,2018-19,2018,42,5-11 years,Overall,Overall,Overall,0.1,0.1,2018-10-20T00:00:00.000
FluSurv-NET,2018-19,2018,43,5-11 years,Overall,Overall,Overall,0,0.2,2018-10-27T00:00:00.000
FluSurv-NET,2018-19,2018,44,5-11 years,Overall,Overall,Overall,0.1,0.2,2018-11-03T00:00:00.000
FluSurv-NET,2018-19,2018,45,5-11 years,Overall,Overall,Overall,0.1,0.3,2018-11-10T00:00:00.000
FluSurv-NET,2018-19,2018,46,5-11 years,Overall,Overall,Overall,0.2,0.5,2018-11-17T00:00:00.000
FluSurv-NET,2018-19,2018,47,5-11 years,Overall,Overall,Overall,0.3,0.8,2018-11-24T00:00:00.000
FluSurv-NET,2018-19,2018,48,5-11 years,Overall,Overall,Overall,0.3,1.1,2018-12-01T00:00:00.000
FluSurv-NET,2018-19,2018,49,5-11 years,Overall,Overall,Overall,0.5,1.6,2018-12-08T00:00:00.000
FluSurv-NET,2018-19,2018,50,5-11 years,Overall,Overall,Overall,0.8,2.4,2018-12-15T00:00:00.000
FluSurv-NET,2018-19,2018,51,5-11 years,Overall,Overall,Overall,1.9,4.3,2018-12-22T00:00:00.000
FluSurv-NET,2018-19,2018,52,5-11 years,Overall,Overall,Overall,1.4,5.7,2018-12-29T00:00:00.000
FluSurv-NET,2018-19,2019,1,5-11 years,Overall,Overall,Overall,0.5,6.2,2019-01-05T00:00:00.000
FluSurv-NET,2018-19,2019,2,5-11 years,Overall,Overall,Overall,0.9,7.1,2019-01-12T00:00:00.000
FluSurv-NET,2018-19,2019,3,5-11 years,Overall,Overall,Overall,1.3,8.4,2019-01-19T00:00:00.000
FluSurv-NET,2018-19,2019,4,5-11 years,Overall,Overall,Overall,1.4,9.8,2019-01-26T00:00:00.000
FluSurv-NET,2018-19,2019,5,5-11 years,Overall,Overall,Overall,1.7,11.5,2019-02-02T00:00:00.000
FluSurv-NET,2018-19,2019,6,5-11 years,Overall,Overall,Overall,1.7,13.2,2019-02-09T00:00:00.000
FluSurv-NET,2018-19,2019,7,5-11 years,Overall,Overall,Overall,1.9,15,2019-02-16T00:00:00.000
FluSurv-NET,2018-19,2019,8,5-11 years,Overall,Overall,Overall,1.9,16.9,2019-02-23T00:00:00.000
FluSurv-NET,2018-19,2019,9,5-11 years,Overall,Overall,Overall,1.8,18.7,2019-03-02T00:00:00.000
FluSurv-NET,2018-19,2019,10,5-11 years,Overall,Overall,Overall,1.7,20.4,2019-03-09T00:00:00.000
FluSurv-NET,2018-19,2019,11,5-11 years,Overall,Overall,Overall,1.6,22,2019-03-16T00:00:00.000
FluSurv-NET,2018-19,2019,12,5-11 years,Overall,Overall,Overall,1.8,23.7,2019-03-23T00:00:00.000
FluSurv-NET,2018-19,2019,13,5-11 years,Overall,Overall,Overall,1.2,24.9,2019-03-30T00:00:00.000
FluSurv-NET,2018-19,2019,14,5-11 years,Overall,Overall,Overall,0.7,25.6,2019-04-06T00:00:00.000
FluSurv-NET,2018-19,2019,15,5-11 years,Overall,Overall,Overall,0.5,26.1,2019-04-13T00:00:00.000
FluSurv-NET,2018-19,2019,16,5-11 years,Overall,Overall,Overall,0.5,26.6,2019-04-20T00:00:00.000
FluSurv-NET,2018-19,2019,17,5-11 years,Overall,Overall,Overall,0.2,26.7,2019-04-27T00:00:00.000
FluSurv-NET,2018-19,2019,18,5-11 years,Overall,Overall,Overall,0.1,26.8,2019-05-04T00:00:00.000
FluSurv-NET,2019-20,2019,40,5-11 years,Overall,Overall,Overall,0,0,2019-10-05T00:00:00.000
FluSurv-NET,2019-20,2019,41,5-11 years,Overall,Overall,Overall,0.1,0.1,2019-10-12T00:00:00.000
FluSurv-NET,2019-20,2019,42,5-11 years,Overall,Overall,Overall,0.2,0.3,2019-10-19T00:00:00.000
FluSurv-NET,2019-20,2019,43,5-11 years,Overall,Overall,Overall,0.1,0.4,2019-10-26T00:00:00.000
FluSurv-NET,2019-20,2019,44,5-11 years,Overall,Overall,Overall,0,0.4,2019-11-02T00:00:00.000
FluSurv-NET,2019-20,2019,45,5-11 years,Overall,Overall,Overall,0.2,0.6,2019-11-09T00:00:00.000
FluSurv-NET,2019-20,2019,46,5-11 years,Overall,Overall,Overall,0.7,1.3,2019-11-16T00:00:00.000
FluSurv-NET,2019-20,2019,47,5-11 years,Overall,Overall,Overall,0.5,1.8,2019-11-23T00:00:00.000
FluSurv-NET,2019-20,2019,48,5-11 years,Overall,Overall,Overall,0.8,2.6,2019-11-30T00:00:00.000
FluSurv-NET,2019-20,2019,49,5-11 years,Overall,Overall,Overall,1,3.5,2019-12-07T00:00:00.000
FluSurv-NET,2019-20,2019,50,5-11 years,Overall,Overall,Overall,1.7,5.2,2019-12-14T00:00:00.000
FluSurv-NET,2019-20,2019,51,5-11 years,Overall,Overall,Overall,2,7.2,2019-12-21T00:00:00.000
FluSurv-NET,2019-20,2019,52,5-11 years,Overall,Overall,Overall,2.6,9.8,2019-12-28T00:00:00.000
FluSurv-NET,2019-20,2020,1,5-11 years,Overall,Overall,Overall,2.1,11.9,2020-01-04T00:00:00.000
FluSurv-NET,2019-20,2020,2,5-11 years,Overall,Overall,Overall,1.2,13.1,2020-01-11T00:00:00.000
FluSurv-NET,2019-20,2020,3,5-11 years,Overall,Overall,Overall,2,15.1,2020-01-18T00:00:00.000
FluSurv-NET,2019-20,2020,4,5-11 years,Overall,Overall,Overall,2.6,17.7,2020-01-25T00:00:00.000
FluSurv-NET,2019-20,2020,5,5-11 years,Overall,Overall,Overall,2.7,20.5,2020-02-01T00:00:00.000
FluSurv-NET,2019-20,2020,6,5-11 years,Overall,Overall,Overall,2.6,23.1,2020-02-08T00:00:00.000
FluSurv-NET,2019-20,2020,7,5-11 years,Overall,Overall,Overall,2.5,25.6,2020-02-15T00:00:00.000
FluSurv-NET,2019-20,2020,8,5-11 years,Overall,Overall,Overall,1.8,27.4,2020-02-22T00:00:00.000
FluSurv-NET,2019-20,2020,9,5-11 years,Overall,Overall,Overall,1.2,28.6,2020-02-29T00:00:00.000
FluSurv-NET,2019-20,2020,10,5-11 years,Overall,Overall,Overall,1.2,29.9,2020-03-07T00:00:00.000
FluSurv-NET,2019-20,2020,11,5-11 years,Overall,Overall,Overall,1.2,31.1,2020-03-14T00:00:00.000
FluSurv-NET,2019-20,2020,12,5-11 years,Overall,Overall,Overall,0.5,31.6,2020-03-21T00:00:00.000
FluSurv-NET,2019-20,2020,13,5-11 years,Overall,Overall,Overall,0,31.7,2020-03-28T00:00:00.000
FluSurv-NET,2019-20,2020,14,5-11 years,Overall,Overall,Overall,0,31.7,2020-04-04T00:00:00.000
FluSurv-NET,2019-20,2020,15,5-11 years,Overall,Overall,Overall,0,31.7,2020-04-11T00:00:00.000
FluSurv-NET,2019-20,2020,16,5-11 years,Overall,Overall,Overall,0,31.7,2020-04-18T00:00:00.000
FluSurv-NET,2019-20,2020,17,5-11 years,Overall,Overall,Overall,0,31.7,2020-04-25T00:00:00.000
FluSurv-NET,2019-20,2020,18,5-11 years,Overall,Overall,Overall,0,31.7,2020-05-02T00:00:00.000
FluSurv-NET,2021-22,2021,40,5-11 years,Overall,Overall,Overall,0,0,2021-10-09T00:00:00.000
FluSurv-NET,2021-22,2021,41,5-11 years,Overall,Overall,Overall,0,0,2021-10-16T00:00:00.000
FluSurv-NET,2021-22,2021,42,5-11 years,Overall,Overall,Overall,0,0,2021-10-23T00:00:00.000
FluSurv-NET,2021-22,2021,43,5-11 years,Overall,Overall,Overall,0,0,2021-10-30T00:00:00.000
FluSurv-NET,2021-22,2021,44,5-11 years,Overall,Overall,Overall,0,0,2021-11-06T00:00:00.000
FluSurv-NET,2021-22,2021,45,5-11 years,Overall,Overall,Overall,0,0,2021-11-13T00:00:00.000
FluSurv-NET,2021-22,2021,46,5-11 years,Overall,Overall,Overall,0,0,2021-11-20T00:00:00.000
FluSurv-NET,2021-22,2021,47,5-11 years,Overall,Overall,Overall,0,0,2021-11-27T00:00:00.000
FluSurv-NET,2021-22,2021,48,5-11 years,Overall,Overall,Overall,0.2,0.2,2021-12-04T00:00:00.000
FluSurv-NET,2021-22,2021,49,5-11 years,Overall,Overall,Overall,0.2,0.4,2021-12-11T00:00:00.000
FluSurv-NET,2021-22,2021,50,5-11 years,Overall,Overall,Overall,0.1,0.5,2021-12-18T00:00:00.000
FluSurv-NET,2021-22,2021,51,5-11 years,Overall,Overall,Overall,0.2,0.7,2021-12-25T00:00:00.000
FluSurv-NET,2021-22,2021,52,5-11 years,Overall,Overall,Overall,0.4,1.1,2022-01-01T00:00:00.000
FluSurv-NET,2021-22,2022,1,5-11 years,Overall,Overall,Overall,0.1,1.2,2022-01-08T00:00:00.000
FluSurv-NET,2021-22,2022,2,5-11 years,Overall,Overall,Overall,0.3,1.5,2022-01-15T00:00:00.000
FluSurv-NET,2021-22,2022,3,5-11 years,Overall,Overall,Overall,0.2,1.6,2022-01-22T00:00:00.000
FluSurv-NET,2021-22,2022,4,5-11 years,Overall,Overall,Overall,0.1,1.8,2022-01-29T00:00:00.000
FluSurv-NET,2021-22,2022,5,5-11 years,Overall,Overall,Overall,0.2,1.9,2022-02-05T00:00:00.000
FluSurv-NET,2021-22,2022,6,5-11 years,Overall,Overall,Overall,0.1,2,2022-02-12T00:00:00.000
FluSurv-NET,2021-22,2022,7,5-11 years,Overall,Overall,Overall,0.1,2.1,2022-02-19T00:00:00.000
FluSurv-NET,2021-22,2022,8,5-11 years,Overall,Overall,Overall,0.2,2.4,2022-02-26T00:00:00.000
FluSurv-NET,2021-22,2022,9,5-11 years,Overall,Overall,Overall,0.3,2.6,2022-03-05T00:00:00.000
FluSurv-NET,2021-22,2022,10,5-11 years,Overall,Overall,Overall,0.2,2.9,2022-03-12T00:00:00.000
FluSurv-NET,2021-22,2022,11,5-11 years,Overall,Overall,Overall,0.4,3.3,2022-03-19T00:00:00.000
FluSurv-NET,2021-22,2022,12,5-11 years,Overall,Overall,Overall,0.4,3.8,2022-03-26T00:00:00.000
FluSurv-NET,2021-22,2022,13,5-11 years,Overall,Overall,Overall,0.4,4.2,2022-04-02T00:00:00.000
FluSurv-NET,2021-22,2022,14,5-11 years,Overall,Overall,Overall,0.6,4.8,2022-04-09T00:00:00.000
FluSurv-NET,2021-22,2022,15,5-11 years,Overall,Overall,Overall,0.8,5.7,2022-04-16T00:00:00.000
FluSurv-NET,2021-22,2022,16,5-11 years,Overall,Overall,Overall,0.7,6.4,2022-04-23T00:00:00.000
FluSurv-NET,2021-22,2022,17,5-11 years,Overall,Overall,Overall,0.8,7.1,2022-04-30T00:00:00.000
FluSurv-NET,2021-22,2022,18,5-11 years,Overall,Overall,Overall,0.6,7.8,2022-05-07T00:00:00.000
FluSurv-NET,2021-22,2022,19,5-11 years,Overall,Overall,Overall,0.8,8.6,2022-05-14T00:00:00.000
FluSurv-NET,2021-22,2022,20,5-11 years,Overall,Overall,Overall,0.4,9,2022-05-21T00:00:00.000
FluSurv-NET,2021-22,2022,21,5-11 years,Overall,Overall,Overall,0.4,9.4,2022-05-28T00:00:00.000
FluSurv-NET,2021-22,2022,22,5-11 years,Overall,Overall,Overall,0.4,9.8,2022-06-04T00:00:00.000
FluSurv-NET,2021-22,2022,23,5-11 years,Overall,Overall,Overall,0.1,9.9,2022-06-11T00:00:00.000
FluSurv-NET,2022-23,2022,40,5-11 years,Overall,Overall,Overall,0.5,0.5,2022-10-08T00:00:00.000
FluSurv-NET,2022-23,2022,41,5-11 years,Overall,Overall,Overall,0.6,1.1,2022-10-15T00:00:00.000
FluSurv-NET,2022-23,2022,42,5-11 years,Overall,Overall,Overall,1,2.1,2022-10-22T00:00:00.000
FluSurv-NET,2022-23,2022,43,5-11 years,Overall,Overall,Overall,1.6,3.7,2022-10-29T00:00:00.000
FluSurv-NET,2022-23,2022,44,5-11 years,Overall,Overall,Overall,3,6.7,2022-11-05T00:00:00.000
FluSurv-NET,2022-23,2022,45,5-11 years,Overall,Overall,Overall,3.7,10.5,2022-11-12T00:00:00.000
FluSurv-NET,2022-23,2022,46,5-11 years,Overall,Overall,Overall,2.8,13.3,2022-11-19T00:00:00.000
FluSurv-NET,2022-23,2022,47,5-11 years,Overall,Overall,Overall,5,18.3,2022-11-26T00:00:00.000
FluSurv-NET,2022-23,2022,48,5-11 years,Overall,Overall,Overall,4.4,22.7,2022-12-03T00:00:00.000
FluSurv-NET,2022-23,2022,49,5-11 years,Overall,Overall,Overall,3.7,26.4,2022-12-10T00:00:00.000
FluSurv-NET,2022-23,2022,50,5-11 years,Overall,Overall,Overall,4.2,30.7,2022-12-17T00:00:00.000
FluSurv-NET,2022-23,2022,51,5-11 years,Overall,Overall,Overall,3,33.6,2022-12-24T00:00:00.000
FluSurv-NET,2022-23,2022,52,5-11 years,Overall,Overall,Overall,1.6,35.3,2022-12-31T00:00:00.000
FluSurv-NET,2022-23,2023,1,5-11 years,Overall,Overall,Overall,0.6,35.8,2023-01-07T00:00:00.000
FluSurv-NET,2022-23,2023,2,5-11 years,Overall,Overall,Overall,0.5,36.3,2023-01-14T00:00:00.000
FluSurv-NET,2022-23,2023,3,5-11 years,Overall,Overall,Overall,0.2,36.6,2023-01-21T00:00:00.000
FluSurv-NET,2022-23,2023,4,5-11 years,Overall,Overall,Overall,0.1,36.7,2023-01-28T00:00:00.000
FluSurv-NET,2022-23,2023,5,5-11 years,Overall,Overall,Overall,0.2,36.9,2023-02-04T00:00:00.000
FluSurv-NET,2022-23,2023,6,5-11 years,Overall,Overall,Overall,0.2,37.2,2023-02-11T00:00:00.000
FluSurv-NET,2022-23,2023,7,5-11 years,Overall,Overall,Overall,0.1,37.3,2023-02-18T00:00:00.000
FluSurv-NET,2022-23,2023,8,5-11 years,Overall,Overall,Overall,0.2,37.5,2023-02-25T00:00:00.000
FluSurv-NET,2022-23,2023,9,5-11 years,Overall,Overall,Overall,0.1,37.6,2023-03-04T00:00:00.000
FluSurv-NET,2022-23,2023,10,5-11 years,Overall,Overall,Overall,0.2,37.8,2023-03-11T00:00:00.000
FluSurv-NET,2022-23,2023,11,5-11 years,Overall,Overall,Overall,0.2,38,2023-03-18T00:00:00.000
FluSurv-NET,2022-23,2023,12,5-11 years,Overall,Overall,Overall,0.3,38.3,2023-03-25T00:00:00.000
FluSurv-NET,2022-23,2023,13,5-11 years,Overall,Overall,Overall,0.3,38.6,2023-04-01T00:00:00.000
FluSurv-NET,2022-23,2023,14,5-11 years,Overall,Overall,Overall,0.3,38.9,2023-04-08T00:00:00.000
FluSurv-NET,2022-23,2023,15,5-11 years,Overall,Overall,Overall,0.1,39,2023-04-15T00:00:00.000
FluSurv-NET,2022-23,2023,16,5-11 years,Overall,Overall,Overall,0.2,39.2,2023-04-22T00:00:00.000
FluSurv-NET,2022-23,2023,17,5-11 years,Overall,Overall,Overall,0.2,39.3,2023-04-29T00:00:00.000
FluSurv-NET,2022-23,2023,18,5-11 years,Overall,Overall,Overall,0,39.4,2023-05-06T00:00:00.000
FluSurv-NET,2023-24,2023,40,5-11 years,Overall,Overall,Overall,0.1,0.1,2023-10-07T00:00:00.000
FluSurv-NET,2023-24,2023,41,5-11 years,Overall,Overall,Overall,0.1,0.2,2023-10-14T00:00:00.000
FluSurv-NET,2023-24,2023,42,5-11 years,Overall,Overall,Overall,0.2,0.3,2023-10-21T00:00:00.000
FluSurv-NET,2023-24,2023,43,5-11 years,Overall,Overall,Overall,0.3,0.6,2023-10-28T00:00:00.000
FluSurv-NET,2023-24,2023,44,5-11 years,Overall,Overall,Overall,0.2,0.8,2023-11-04T00:00:00.000
FluSurv-NET,2023-24,2023,45,5-11 years,Overall,Overall,Overall,0.8,1.6,2023-11-11T00:00:00.000
FluSurv-NET,2023-24,2023,46,5-11 years,Overall,Overall,Overall,1,2.6,2023-11-18T00:00:00.000
FluSurv-NET,2023-24,2023,47,5-11 years,Overall,Overall,Overall,1,3.6,2023-11-25T00:00:00.000
FluSurv-NET,2023-24,2023,48,5-11 years,Overall,Overall,Overall,1.4,5,2023-12-02T00:00:00.000
FluSurv-NET,2023-24,2023,49,5-11 years,Overall,Overall,Overall,1.6,6.6,2023-12-09T00:00:00.000
FluSurv-NET,2023-24,2023,50,5-11 years,Overall,Overall,Overall,2.4,9,2023-12-16T00:00:00.000
FluSurv-NET,2023-24,2023,51,5-11 years,Overall,Overall,Overall,4.1,13,2023-12-23T00:00:00.000
FluSurv-NET,2023-24,2023,52,5-11 years,Overall,Overall,Overall,3,16.1,2023-12-30T00:00:00.000
FluSurv-NET,2023-24,2024,1,5-11 years,Overall,Overall,Overall,2.5,18.5,2024-01-06T00:00:00.000
FluSurv-NET,2023-24,2024,2,5-11 years,Overall,Overall,Overall,2.5,21,2024-01-13T00:00:00.000
FluSurv-NET,2023-24,2024,3,5-11 years,Overall,Overall,Overall,1.6,22.7,2024-01-20T00:00:00.000
FluSurv-NET,2023-24,2024,4,5-11 years,Overall,Overall,Overall,2.7,25.4,2024-01-27T00:00:00.000
FluSurv-NET,2023-24,2024,5,5-11 years,Overall,Overall,Overall,2.6,27.9,2024-02-03T00:00:00.000
FluSurv-NET,2023-24,2024,6,5-11 years,Overall,Overall,Overall,2.7,30.6,2024-02-10T00:00:00.000
FluSurv-NET,2023-24,2024,7,5-11 years,Overall,Overall,Overall,2.6,33.2,2024-02-17T00:00:00.000
FluSurv-NET,2023-24,2024,8,5-11 years,Overall,Overall,Overall,2.2,35.4,2024-02-24T00:00:00.000
FluSurv-NET,2018-19,2018,40,65-74 years,Overall,Overall,Overall,0.2,0.2,2018-10-06T00:00:00.000
FluSurv-NET,2018-19,2018,41,65-74 years,Overall,Overall,Overall,0.2,0.4,2018-10-13T00:00:00.000
FluSurv-NET,2018-19,2018,42,65-74 years,Overall,Overall,Overall,0.2,0.6,2018-10-20T00:00:00.000
FluSurv-NET,2018-19,2018,43,65-74 years,Overall,Overall,Overall,0.2,0.8,2018-10-27T00:00:00.000
FluSurv-NET,2018-19,2018,44,65-74 years,Overall,Overall,Overall,0.3,1.1,2018-11-03T00:00:00.000
FluSurv-NET,2018-19,2018,45,65-74 years,Overall,Overall,Overall,0.5,1.6,2018-11-10T00:00:00.000
FluSurv-NET,2018-19,2018,46,65-74 years,Overall,Overall,Overall,0.3,1.9,2018-11-17T00:00:00.000
